model,file,dice_pixel,iou_pixel,pix_prec,pix_rec,pix_f1,dice_before,dice_loss_soft,case_gt,case_pred
U-Net,dataset/png_images/3917_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998650070635,0,0
U-Net,dataset/png_images/3918_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999697446056,0,0
U-Net,dataset/png_images/3919_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999639353198,0,0
U-Net,dataset/png_images/391_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998810260997,0,0
U-Net,dataset/png_images/391_train_1_.png,1.8248175149182161e-09,0.0,0.0,0.0,0.0,1.8248175149182161e-09,0.862247198850605,1,0
U-Net,dataset/png_images/3920_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999941485328,0,0
U-Net,dataset/png_images/3921_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999944501521,0,0
U-Net,dataset/png_images/3922_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999204090673,0,0
U-Net,dataset/png_images/3923_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999676148502,0,0
U-Net,dataset/png_images/3924_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998899523787,0,0
U-Net,dataset/png_images/3925_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999582355366,0,0
U-Net,dataset/png_images/3926_train_1_.png,1.890359164668508e-09,0.0,0.0,0.0,0.0,1.890359164668508e-09,0.6995224202937578,1,0
U-Net,dataset/png_images/3927_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998930863331,0,0
U-Net,dataset/png_images/3928_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999548563027,0,0
U-Net,dataset/png_images/3929_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998679476109,0,0
U-Net,dataset/png_images/392_test_1_.png,0.8810554524962837,0.7873986735445836,0.8385324700804395,0.9281216069489685,0.8810554524840238,0.8810554524962837,0.19906139552099966,1,1
U-Net,dataset/png_images/392_train_1_.png,0.713087248442497,0.5541069100391134,0.6390977443609023,0.8064516129032258,0.7130872483221476,0.713087248442497,0.4273061972563347,1,1
U-Net,dataset/png_images/3930_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998735979025,0,0
U-Net,dataset/png_images/3931_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999926749797,0,0
U-Net,dataset/png_images/3932_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999453440095,0,0
U-Net,dataset/png_images/3933_train_1_.png,2.8571428489795916e-09,0.0,0.0,0.0,0.0,2.8571428489795916e-09,0.7722739307977127,1,0
U-Net,dataset/png_images/3934_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999489826388,0,0
U-Net,dataset/png_images/3935_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999583822593,0,0
U-Net,dataset/png_images/3936_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999724132249,0,0
U-Net,dataset/png_images/3937_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999960004055,0,0
U-Net,dataset/png_images/3938_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999866101963,0,0
U-Net,dataset/png_images/3939_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999542651794,0,0
U-Net,dataset/png_images/393_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999889722887,0,0
U-Net,dataset/png_images/393_train_1_.png,4.4903457546069396e-10,0.0,0.0,0.0,0.0,4.4903457546069396e-10,0.944708237959087,1,0
U-Net,dataset/png_images/3940_train_1_.png,1.2195121936347411e-09,0.0,0.0,0.0,0.0,1.2195121936347411e-09,0.8929555442721022,1,0
U-Net,dataset/png_images/3941_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999179333126,0,0
U-Net,dataset/png_images/3942_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999546214892,0,0
U-Net,dataset/png_images/3943_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998664097409,0,0
U-Net,dataset/png_images/3944_train_1_.png,4.065040633881948e-09,0.0,0.0,0.0,0.0,4.065040633881948e-09,0.8952886647466088,1,0
U-Net,dataset/png_images/3945_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999816615682,0,0
U-Net,dataset/png_images/3946_train_1_.png,2.0533880861326734e-09,0.0,0.0,0.0,0.0,2.0533880861326734e-09,0.8854356919438581,1,0
U-Net,dataset/png_images/3947_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999302265774,0,0
U-Net,dataset/png_images/3948_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998839256228,0,0
U-Net,dataset/png_images/3949_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999974630273,0,0
U-Net,dataset/png_images/394_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999929583586,0,0
U-Net,dataset/png_images/394_train_1_.png,0.49189189257852445,0.32616487455197135,1.0,0.32616487455197135,0.4918918918918919,0.49189189257852445,0.49956766381424633,1,1
U-Net,dataset/png_images/3950_train_1_.png,0.8727915194596012,0.774294670846395,0.855,0.8913392141138733,0.872791519434629,0.8727915194596012,0.2362125778382237,1,1
U-Net,dataset/png_images/3951_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999095822663,0,0
U-Net,dataset/png_images/3952_train_1_.png,1.703577509874655e-09,0.0,0.0,0.0,0.0,1.703577509874655e-09,0.914647979690048,1,0
U-Net,dataset/png_images/3953_train_1_.png,0.6024423343250443,0.43106796116504853,0.8740157480314961,0.45962732919254656,0.6024423337856173,0.6024423343250443,0.534096760078137,1,1
U-Net,dataset/png_images/3954_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998713478039,0,0
U-Net,dataset/png_images/3955_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999976495418,0,0
U-Net,dataset/png_images/3956_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999138523799,0,0
U-Net,dataset/png_images/3957_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999041901465,0,0
U-Net,dataset/png_images/3958_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.99999989864482,0,0
U-Net,dataset/png_images/3959_train_0_.png,1.4084506843880184e-08,0.0,0.0,0.0,0.0,1.4084506843880184e-08,0.9999999982296228,0,1
U-Net,dataset/png_images/395_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999880612699,0,0
U-Net,dataset/png_images/395_train_0_.png,3.4602076004837105e-09,0.0,0.0,0.0,0.0,3.4602076004837105e-09,0.9999999981636857,0,1
U-Net,dataset/png_images/3960_train_1_.png,1.2453300109024531e-09,0.0,0.0,0.0,0.0,1.2453300109024531e-09,0.7040257420315965,1,0
U-Net,dataset/png_images/3961_train_1_.png,0.7705235942013422,0.6267087276550999,0.7710219922380336,0.7700258397932817,0.7705235940530057,0.7705235942013422,0.44312204936852717,1,1
U-Net,dataset/png_images/3962_train_1_.png,4.672897174425714e-09,0.0,0.0,0.0,0.0,4.672897174425714e-09,0.8750296462024698,1,0
U-Net,dataset/png_images/3963_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999480860284,0,0
U-Net,dataset/png_images/3964_train_1_.png,1.10619468904182e-09,0.0,0.0,0.0,0.0,1.10619468904182e-09,0.9095263306190968,1,0
U-Net,dataset/png_images/3965_train_1_.png,1.9569471585969723e-09,0.0,0.0,0.0,0.0,1.9569471585969723e-09,0.9573467698614012,1,0
U-Net,dataset/png_images/3966_train_1_.png,0.7424425637939026,0.5903846153846154,0.6977272727272728,0.7932816537467701,0.7424425634824667,0.7424425637939026,0.5010542106399271,1,1
U-Net,dataset/png_images/3967_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999993478824,0,0
U-Net,dataset/png_images/3968_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999233184355,0,0
U-Net,dataset/png_images/3969_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999545758042,0,0
U-Net,dataset/png_images/396_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999667271438,0,0
U-Net,dataset/png_images/396_train_1_.png,8.403361337476166e-10,0.0,0.0,0.0,0.0,8.403361337476166e-10,0.9656948041456395,1,0
U-Net,dataset/png_images/3970_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998704771828,0,0
U-Net,dataset/png_images/3971_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998881027188,0,0
U-Net,dataset/png_images/3972_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999838114487,0,0
U-Net,dataset/png_images/3973_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998890456945,0,0
U-Net,dataset/png_images/3974_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999927988066,0,0
U-Net,dataset/png_images/3975_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999036893716,0,0
U-Net,dataset/png_images/3976_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998822489291,0,0
U-Net,dataset/png_images/3977_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998942110558,0,0
U-Net,dataset/png_images/3978_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999957154705,0,0
U-Net,dataset/png_images/3979_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998809254602,0,0
U-Net,dataset/png_images/397_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999499677237,0,0
U-Net,dataset/png_images/397_train_1_.png,1.937984492368247e-09,0.0,0.0,0.0,0.0,1.937984492368247e-09,0.8286580072227693,1,1
U-Net,dataset/png_images/3980_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999102321822,0,0
U-Net,dataset/png_images/3981_train_1_.png,0.6589552240078526,0.49137451307735114,0.745777027027027,0.5902406417112299,0.658955223880597,0.6589552240078526,0.40302275131546383,1,1
U-Net,dataset/png_images/3982_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999903247919,0,0
U-Net,dataset/png_images/3983_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999726375146,0,0
U-Net,dataset/png_images/3984_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999920390063,0,0
U-Net,dataset/png_images/3985_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.99999993915892,0,0
U-Net,dataset/png_images/3986_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998911794725,0,0
U-Net,dataset/png_images/3987_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999056113734,0,0
U-Net,dataset/png_images/3988_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998790775648,0,0
U-Net,dataset/png_images/3989_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998470706613,0,0
U-Net,dataset/png_images/398_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999344060069,0,0
U-Net,dataset/png_images/398_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999655450185,0,0
U-Net,dataset/png_images/3990_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998741638088,0,0
U-Net,dataset/png_images/3991_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998965466759,0,0
U-Net,dataset/png_images/3992_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999686510673,0,0
U-Net,dataset/png_images/3993_train_1_.png,0.8635272391757106,0.7598310042248944,0.78430057027843,0.9605587510271159,0.8635272391505079,0.8635272391757106,0.23060338843802353,1,1
U-Net,dataset/png_images/3994_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998876525801,0,0
U-Net,dataset/png_images/3995_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998829604959,0,0
U-Net,dataset/png_images/3996_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999073369996,0,0
U-Net,dataset/png_images/3997_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998542361125,0,0
U-Net,dataset/png_images/3998_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998860074478,0,0
U-Net,dataset/png_images/3999_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999569089012,0,0
U-Net,dataset/png_images/399_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999839064833,0,0
U-Net,dataset/png_images/399_train_1_.png,0.34652509684048016,0.20957384705195564,0.5287187039764359,0.25771715721464467,0.3465250965250965,0.34652509684048016,0.712085102563297,1,1
U-Net,dataset/png_images/39_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999922825318,0,0
U-Net,dataset/png_images/39_train_1_.png,0.06938775700124947,0.035940803382663845,1.0,0.035940803382663845,0.06938775510204082,0.06938775700124947,0.7073268338733303,1,1
U-Net,dataset/png_images/3_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999867850747,0,0
U-Net,dataset/png_images/3_train_1_.png,0.23070539482929012,0.1303939962476548,1.0,0.1303939962476548,0.23070539419087138,0.23070539482929012,0.6053177495204449,1,1
U-Net,dataset/png_images/4000_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999109167993,0,0
U-Net,dataset/png_images/4001_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999591703821,0,0
U-Net,dataset/png_images/4002_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999932498035,0,0
U-Net,dataset/png_images/4003_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999161905557,0,0
U-Net,dataset/png_images/4004_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999023943626,0,0
U-Net,dataset/png_images/4005_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999191380224,0,0
U-Net,dataset/png_images/4006_train_0_.png,1.193317421010361e-09,0.0,0.0,0.0,0.0,1.193317421010361e-09,0.9999999989311404,0,1
U-Net,dataset/png_images/4007_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998886614149,0,0
U-Net,dataset/png_images/4008_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999082352162,0,0
U-Net,dataset/png_images/4009_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999563983625,0,0
U-Net,dataset/png_images/400_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999928500246,0,0
U-Net,dataset/png_images/400_train_1_.png,0.345218801178915,0.20861900097943192,0.5916666666666667,0.2437070938215103,0.34521880064829824,0.345218801178915,0.6810997821040498,1,1
U-Net,dataset/png_images/4010_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999667460318,0,0
U-Net,dataset/png_images/4011_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999658488964,0,0
U-Net,dataset/png_images/4012_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998843449108,0,0
U-Net,dataset/png_images/4013_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999572919965,0,0
U-Net,dataset/png_images/4014_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999895780702,0,0
U-Net,dataset/png_images/4015_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999560597989,0,0
U-Net,dataset/png_images/4016_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999408013323,0,0
U-Net,dataset/png_images/4017_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999263328764,0,0
U-Net,dataset/png_images/4018_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999314747399,0,0
U-Net,dataset/png_images/4019_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999722672669,0,0
U-Net,dataset/png_images/401_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999076411321,0,0
U-Net,dataset/png_images/401_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998960990786,0,0
U-Net,dataset/png_images/4020_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999872815399,0,0
U-Net,dataset/png_images/4021_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999940157563,0,0
U-Net,dataset/png_images/4022_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999064589499,0,0
U-Net,dataset/png_images/4023_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998720163736,0,0
U-Net,dataset/png_images/4024_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999025511175,0,0
U-Net,dataset/png_images/4025_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999677996985,0,0
U-Net,dataset/png_images/4026_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998444994012,0,0
U-Net,dataset/png_images/4027_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998891764942,0,0
U-Net,dataset/png_images/4028_train_1_.png,0.4341957258525333,0.27729885057471265,0.7283018867924528,0.3092948717948718,0.43419572553430813,0.4341957258525333,0.6451713309442952,1,1
U-Net,dataset/png_images/4029_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998763108077,0,0
U-Net,dataset/png_images/402_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999285934296,0,0
U-Net,dataset/png_images/402_train_1_.png,2.6525198868633423e-09,0.0,0.0,0.0,0.0,2.6525198868633423e-09,0.6860482634427627,1,0
U-Net,dataset/png_images/4030_train_1_.png,9.090909008264463e-09,0.0,0.0,0.0,0.0,9.090909008264463e-09,0.8997054155138824,1,0
U-Net,dataset/png_images/4031_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999167159705,0,0
U-Net,dataset/png_images/4032_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999103531798,0,0
U-Net,dataset/png_images/4033_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999288083534,0,0
U-Net,dataset/png_images/4034_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998941681869,0,0
U-Net,dataset/png_images/4035_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999736991788,0,0
U-Net,dataset/png_images/4036_train_1_.png,0.8524411310253258,0.7428299794010458,0.7438908283084735,0.9980838833297849,0.8524411310119102,0.8524411310253258,0.20681472800394096,1,1
U-Net,dataset/png_images/4037_train_1_.png,0.8140127388929909,0.686358754027927,0.7052980132450332,0.9623493975903614,0.8140127388535032,0.8140127388929909,0.2561188725239347,1,1
U-Net,dataset/png_images/4038_train_1_.png,0.02000000163333333,0.010101010101010102,1.0,0.010101010101010102,0.02,0.02000000163333333,0.6479811394156471,1,1
U-Net,dataset/png_images/4039_train_1_.png,0.7944877173190606,0.6590457256461233,0.884,0.721436343852013,0.7944877171959257,0.7944877173190606,0.33925796281082965,1,1
U-Net,dataset/png_images/403_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999234681811,0,0
U-Net,dataset/png_images/403_train_1_.png,0.7393251717708793,0.5864519185220275,0.7364663890541344,0.7422062350119905,0.7393251716930427,0.7393251717708793,0.364653647007929,1,1
U-Net,dataset/png_images/4040_train_1_.png,0.6098239113903392,0.43866666666666665,0.9909638554216867,0.4404283801874163,0.6098239110287302,0.6098239113903392,0.5149832742111333,1,1
U-Net,dataset/png_images/4041_train_1_.png,3.184713365653779e-09,0.0,0.0,0.0,0.0,3.184713365653779e-09,0.8840754213041702,1,0
U-Net,dataset/png_images/4042_train_1_.png,0.837618781464838,0.7206059148833854,0.7716271884654995,0.9159535452322738,0.8376187814421465,0.837618781464838,0.22524815528599063,1,1
U-Net,dataset/png_images/4043_train_1_.png,1.3531799711053045e-09,0.0,0.0,0.0,0.0,1.3531799711053045e-09,0.9751477991895169,1,0
U-Net,dataset/png_images/4044_train_1_.png,0.875757575795225,0.7789757412398922,0.8196256381168463,0.9401431359791802,0.8757575757575757,0.875757575795225,0.30222209385940957,1,1
U-Net,dataset/png_images/4045_train_1_.png,0.7335865437510617,0.5792630676949443,0.7012448132780082,0.7690557451649602,0.7335865436787845,0.7335865437510617,0.3735445356773013,1,1
U-Net,dataset/png_images/4046_train_1_.png,1.75438593413358e-08,0.0,0.0,0.0,0.0,1.75438593413358e-08,0.9141247180041122,1,0
U-Net,dataset/png_images/4047_train_1_.png,1.8867924172303316e-08,0.0,0.0,0.0,0.0,1.8867924172303316e-08,0.9882596756485127,1,0
U-Net,dataset/png_images/4048_train_1_.png,6.756756711102995e-09,0.0,0.0,0.0,0.0,6.756756711102995e-09,0.8769527669619085,1,0
U-Net,dataset/png_images/4049_train_1_.png,1.7152658632671254e-09,0.0,0.0,0.0,0.0,1.7152658632671254e-09,0.725660983925162,1,0
U-Net,dataset/png_images/404_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999629498542,0,0
U-Net,dataset/png_images/404_train_1_.png,0.6483050849941348,0.47962382445141066,1.0,0.47962382445141066,0.6483050847457628,0.6483050849941348,0.421485152490101,1,1
U-Net,dataset/png_images/4050_train_1_.png,0.9001337494649723,0.8184029185245237,0.912336195210122,0.8882534095908491,0.9001337494427106,0.9001337494649723,0.26347112184697397,1,1
U-Net,dataset/png_images/4051_train_1_.png,0.6714905938183928,0.5054466230936819,0.5742574257425742,0.8083623693379791,0.6714905933429811,0.6714905938183928,0.5980721051384746,1,1
U-Net,dataset/png_images/4052_train_1_.png,0.8728345005685177,0.7743623283191629,0.9305737490175531,0.8218417399352151,0.8728345005528935,0.8728345005685177,0.24719020749096732,1,1
U-Net,dataset/png_images/4053_train_1_.png,0.912442396332578,0.8389830508474576,0.890745501285347,0.9352226720647774,0.912442396313364,0.912442396332578,0.1964036434889922,1,1
U-Net,dataset/png_images/4054_train_1_.png,0.6155688627358457,0.444636678200692,0.5223577235772358,0.749271137026239,0.615568862275449,0.6155688627358457,0.5383446487362006,1,1
U-Net,dataset/png_images/4055_train_1_.png,1.0989010868252628e-08,0.0,0.0,0.0,0.0,1.0989010868252628e-08,0.9986283388767785,1,0
U-Net,dataset/png_images/4056_train_1_.png,0.8621351766777774,0.7576780290246372,0.789103690685413,0.9500634786288616,0.8621351766513057,0.8621351766777774,0.22628155684792606,1,1
U-Net,dataset/png_images/4057_train_1_.png,0.2832512324097891,0.1649928263988522,0.9663865546218487,0.16594516594516595,0.2832512315270936,0.2832512324097891,0.7075673844818753,1,1
U-Net,dataset/png_images/4058_train_1_.png,0.1438356168048649,0.07749077490774908,0.9824561403508771,0.07759815242494227,0.14383561643835618,0.1438356168048649,0.7845395132042374,1,1
U-Net,dataset/png_images/4059_train_1_.png,1.6949152255099113e-08,0.0,0.0,0.0,0.0,1.6949152255099113e-08,0.9590472566909553,1,0
U-Net,dataset/png_images/405_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998856205766,0,0
U-Net,dataset/png_images/405_train_1_.png,1.87265917252311e-09,0.0,0.0,0.0,0.0,1.87265917252311e-09,0.7492124353375793,1,0
U-Net,dataset/png_images/4060_train_1_.png,3.0959752226130798e-09,0.0,0.0,0.0,0.0,3.0959752226130798e-09,0.882808639332697,1,0
U-Net,dataset/png_images/4061_train_1_.png,0.8137076194627387,0.6859250153657037,0.9043760129659644,0.7395626242544732,0.8137076193948232,0.8137076194627387,0.27008102407300594,1,1
U-Net,dataset/png_images/4062_train_1_.png,4.950495024997549e-09,0.0,0.0,0.0,0.0,4.950495024997549e-09,0.858247099012353,1,1
U-Net,dataset/png_images/4063_train_1_.png,0.6374458876420748,0.46783161239078636,0.9800332778702163,0.4723336006415397,0.6374458874458874,0.6374458876420748,0.4691487335839636,1,1
U-Net,dataset/png_images/4064_train_1_.png,3.7693177520658433e-10,0.0,0.0,0.0,0.0,3.7693177520658433e-10,0.9811357205813112,1,0
U-Net,dataset/png_images/4065_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999165963271,0,0
U-Net,dataset/png_images/4066_train_1_.png,0.31578947488457987,0.1875,0.6766917293233082,0.20594965675057209,0.3157894736842105,0.31578947488457987,0.7486337198743649,1,1
U-Net,dataset/png_images/4067_train_1_.png,0.6811384468494268,0.5164594001463058,0.8578371810449574,0.5648,0.6811384466956102,0.6811384468494268,0.3754437782777944,1,1
U-Net,dataset/png_images/4068_train_1_.png,0.7478427613461672,0.5972434915773354,0.9367493995196157,0.6223404255319149,0.74784276126558,0.7478427613461672,0.4091843503741216,1,1
U-Net,dataset/png_images/4069_train_1_.png,0.5969954280881806,0.425512104283054,0.9956427015250545,0.42630597014925375,0.5969954278249511,0.5969954280881806,0.4673691285635153,1,1
U-Net,dataset/png_images/406_test_1_.png,0.0952380977724423,0.05,0.4358974358974359,0.05345911949685535,0.09523809523809525,0.0952380977724423,0.7356086468137865,1,1
U-Net,dataset/png_images/406_train_1_.png,0.7320954910714914,0.5774058577405857,0.9517241379310345,0.5948275862068966,0.7320954907161804,0.7320954910714914,0.512966986712336,1,1
U-Net,dataset/png_images/4070_train_1_.png,0.1584454422145808,0.08603896103896104,0.9814814814814815,0.08617886178861789,0.1584454409566517,0.1584454422145808,0.6677512162767048,1,1
U-Net,dataset/png_images/4071_train_1_.png,0.8177725118699322,0.6917217879334536,0.8125735813515422,0.8230383973288815,0.8177725118483412,0.8177725118699322,0.2965296445226132,1,1
U-Net,dataset/png_images/4072_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999999973016501,0,0
U-Net,dataset/png_images/4073_train_1_.png,0.031319911236897896,0.015909090909090907,0.3684210526315789,0.016355140186915886,0.03131991051454138,0.031319911236897896,0.7206819682116172,1,1
U-Net,dataset/png_images/4074_train_1_.png,0.7930174566171853,0.6570247933884298,0.7482352941176471,0.843501326259947,0.7930174563591023,0.7930174566171853,0.3910509239653466,1,1
U-Net,dataset/png_images/4075_train_1_.png,2.2222222172839506e-09,0.0,0.0,0.0,0.0,2.2222222172839506e-09,0.8439824038057743,1,0
U-Net,dataset/png_images/4076_train_1_.png,2.9761904673327665e-09,0.0,0.0,0.0,0.0,2.9761904673327665e-09,0.9750690030019782,1,0
U-Net,dataset/png_images/4077_train_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.999999963228858,0,0
U-Net,dataset/png_images/4078_train_1_.png,4.291845475142294e-09,0.0,0.0,0.0,0.0,4.291845475142294e-09,0.7760408865679855,1,0
U-Net,dataset/png_images/4079_train_1_.png,0.8786043130897493,0.7834917891097667,0.8874204601076848,0.8699616122840691,0.8786043130603344,0.8786043130897493,0.23283670009402535,1,1
U-Net,dataset/png_images/407_test_0_.png,1.0,0.0,0.0,0.0,0.0,1.0,0.9999998986137149,0,0
U-Net,dataset/png_images/407_train_1_.png,0.26706741122066663,0.15411298315163527,0.15786802030456853,0.8662952646239555,0.26706741090596825,0.26706741122066663,0.7968056660392543,1,1
U-Net,dataset/png_images/4080_train_1_.png,6.993006944104847e-09,0.0,0.0,0.0,0.0,6.993006944104847e-09,0.8785426026567049,1,0
